sku_ID,"('quantity', 'mean')","('quantity', 'sum')","('order_ID', 'nunique')","('order_hour', 'nunique')","('order_hour', 'group_mode')","('day_of_month', 'nunique')","('day_of_month', 'group_mode')","('original_unit_price', 'mean')","('discount_rate', 'mean')","('direct_discount_rate', 'mean')","('quantity_discount_rate', 'mean')","('bundle_discount_rate', 'mean')","('gift_item', 'mean')","('dc_ori', 'nunique')","('dc_ori', 'group_mode')","('dc_des', 'nunique')","('dc_des', 'group_mode')","('promise', 'group_mode')","('type', 'group_mode')",brand_ID,attribute1,attribute2
b69ca5e71d,1.0,1,1,1,"(0.0, 8.0]",1,30,80.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,03c0f165ce,4.0,100.0
b69d7ba613,1.0,1,1,1,"(15.0, 16.0]",1,15,75.0,0.0,0.0,0.0,0.0,0.0,1,2,1,6,-,2,0b0f75e8d5,4.0,100.0
b69e8874b4,1.0,2,2,2,"(8.0, 10.0]",2,10,333.0,0.5045045045045045,0.5045045045045045,0.0,0.0,0.0,2,9,2,60,-,2,a2ff0f7b48,4.0,100.0
b6a3f95eab,1.0,71,71,8,"(16.0, 18.0]",24,29,258.0,0.15645812861666125,0.1511627906976744,0.0,0.0,0.0,7,9,30,9,-,2,41e8fa7190,4.0,100.0
b6a67c2843,1.0,1,1,1,"(0.0, 8.0]",1,14,19.0,0.26315789473684215,0.0,0.2631578947368421,0.0,0.0,1,24,1,52,-,2,da5eb98d7d,-,50.0
b6a7b6b7e8,1.0,1,1,1,"(22.0, 23.0]",1,11,28.0,0.0,0.0,0.0,0.0,0.0,1,24,1,48,-,2,6322e42a81,-,-
b6a80d4425,1.0,1,1,1,"(20.0, 22.0]",1,05,89.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,1a437675c1,3.0,100.0
b6a82f1324,1.0,1,1,1,"(22.0, 23.0]",1,10,58.0,0.0,0.0,0.0,0.0,0.0,1,5,1,26,2,2,ddf83bf41e,3.0,50.0
b6a901e9bc,1.5,12,8,6,"(0.0, 8.0]",8,07,49.0,0.30892857142857144,0.025510204081632654,0.28341836734693876,0.0,0.0,6,9,8,4,7,2,5f18ea3972,3.0,100.0
b6b11fb0ff,1.0,1,1,1,"(8.0, 10.0]",1,02,18.5,0.0,0.0,0.0,0.0,0.0,1,9,1,50,-,2,f1d00479ef,2.0,40.0
b6b999c7cb,1.1428571428571428,8,7,5,"(0.0, 8.0]",4,29,29.0,0.07389162561576355,0.07389162561576355,0.0,0.0,0.0,4,5,6,17,-,2,52ff3378a1,3.0,60.0
b6c3198cee,1.0,2,2,2,"(8.0, 10.0]",2,15,68.0,0.1029411764705882,0.10294117647058823,0.0,0.0,0.0,2,5,2,5,-,2,0f320a0915,3.0,100.0
b6c8b66b3e,1.0,5,5,5,"(8.0, 10.0]",5,05,198.0,0.11313131313131315,0.0,0.0,0.0,0.0,3,9,4,9,-,2,4d918c6fd9,-,-
b6d0856ce0,1.0,1,1,1,"(8.0, 10.0]",1,07,188.0,0.5478723404255319,0.5478723404255319,0.0,0.0,0.0,1,2,1,43,-,2,e0c4997859,3.0,-
b6dff561be,1.0,1,1,1,"(15.0, 16.0]",1,06,52.0,0.0,0.0,0.0,0.0,0.0,1,2,1,30,-,2,f76ad0be6e,-,-
b6ea214db9,1.0769230769230769,14,13,8,"(11.0, 13.0]",10,09,158.0,0.5769230769230769,0.5744888023369037,0.0,0.0,0.0,6,4,11,24,6,2,bf509a941c,3.0,60.0
b6eb2c7d49,1.0,2,2,2,"(16.0, 18.0]",2,02,208.0,0.010000000000000009,0.01,0.0,0.0,0.0,1,24,1,52,-,2,95edb60932,-,-
b6eb844009,1.0,3,3,3,"(15.0, 16.0]",2,08,205.0,0.4943089430894309,0.4878048780487805,0.0,0.0,0.0,3,9,3,27,3,2,2d59ede842,-,-
b6eba42b43,1.0,1,1,1,"(16.0, 18.0]",1,27,360.0,0.011111111111111072,0.0,0.0,0.0,0.0,1,2,1,43,-,2,09bdfb7760,-,-
b6f7ce688f,1.0,3,3,3,"(11.0, 13.0]",3,07,128.0,0.0,0.0,0.0,0.0,0.0,2,2,2,42,3,2,4efb032b5a,3.0,60.0
b701b6304f,1.2727272727272727,14,11,6,"(18.0, 20.0]",10,01,180.0,0.41452020202020196,0.018686868686868686,0.33320707070707073,0.0,0.0,6,9,9,9,4,2,88262f1628,-,-
b7059d85f2,1.0,7,7,4,"(11.0, 13.0]",7,01,98.0,0.06268221574344024,0.05830903790087464,0.0,0.0,0.0,2,9,5,50,-,2,07ab37753f,-,-
b705ca888d,1.0,2,2,2,"(13.0, 15.0]",1,27,59.0,0.0,0.0,0.0,0.0,0.0,2,5,2,5,3,2,,,
b7116884df,1.0,3,3,3,"(0.0, 8.0]",3,10,148.0,0.3378378378378379,0.3378378378378379,0.0,0.0,0.0,3,5,3,5,-,2,42e6445fca,4.0,100.0
b716cfaab9,1.0,5,5,4,"(22.0, 23.0]",5,02,88.0,0.11363636363636365,0.0,0.09090909090909091,0.0,0.0,1,9,2,9,-,2,d6f0e285e9,-,-
b71e1761dc,1.171003717472119,315,205,10,"(20.0, 22.0]",31,22,0.0,1.0,,,,1.0,7,9,48,9,-,2,801ce39bb8,3.0,60.0
b720d538ec,1.263157894736842,24,19,8,"(8.0, 10.0]",4,08,59.0,0.49464763603925066,0.05173951828724353,0.4429081177520071,0.0,0.0,7,24,14,24,-,2,8d83925aa8,3.0,100.0
b72503245d,1.0,1,1,1,"(8.0, 10.0]",1,08,198.0,0.0,0.0,0.0,0.0,0.0,1,4,1,44,-,2,bd97f9a5fa,4.0,100.0
b738ec14c0,1.0,7,7,5,"(0.0, 8.0]",6,12,78.0,0.0,0.0,0.0,0.0,0.0,4,7,5,46,6,2,b25ac5f384,-,-
b73f2f90c6,1.0,6,6,4,"(8.0, 10.0]",5,16,30.0,0.23944444444444443,0.2333333333333333,0.0,0.0,0.0,4,7,6,9,-,2,0def762aeb,-,-
b742229b4a,1.0,1,1,1,"(15.0, 16.0]",1,16,175.0,0.0,0.0,0.0,0.0,0.0,1,2,1,20,-,2,0b76f3c8dc,3.0,100.0
b7499ab5a8,1.1403508771929824,65,57,10,"(11.0, 13.0]",29,27,115.0,0.15057208237986275,0.14782608695652175,0.0,0.0,0.0,6,9,23,9,-,2,25bc27f744,3.0,-
b749f9a09d,1.0,2,2,2,"(8.0, 10.0]",2,03,39.9,0.0,0.0,0.0,0.0,0.0,2,4,2,4,-,2,5934e3362b,2.0,-
b7506a605d,1.2,6,5,4,"(11.0, 13.0]",5,03,59.0,0.0,0.0,0.0,0.0,0.0,4,5,5,55,-,2,1a1fd2cec8,-,-
b75d7abd60,1.0,1,1,1,"(10.0, 11.0]",1,14,88.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,3618180c8d,-,-
b7655c3b2c,1.0,1,1,1,"(16.0, 18.0]",1,29,480.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,71486b6af0,-,-
b771e55d36,1.0,2,2,2,"(11.0, 13.0]",2,06,140.0,0.15000000000000002,0.15,0.0,0.0,0.0,2,4,2,51,-,2,2944fc1cb2,4.0,100.0
b77ccc2696,1.0,4,4,4,"(8.0, 10.0]",4,06,79.0,0.0,0.0,0.0,0.0,0.0,2,4,3,28,-,2,b7e5c0f937,3.0,60.0
b780ebba37,1.0,2,2,2,"(8.0, 10.0]",2,23,34.0,0.7867647058823529,0.5735294117647058,0.0,0.0,0.5,2,9,2,25,4,2,db5aaf245a,3.0,100.0
b78f09b0d1,1.2,6,5,4,"(16.0, 18.0]",3,27,128.0,0.03515625,0.0,0.03515625,0.0,0.0,4,9,5,36,-,2,198cec62a1,3.0,100.0
b798069256,1.0,1,1,1,"(20.0, 22.0]",1,27,155.0,0.0,0.0,0.0,0.0,0.0,1,2,1,20,-,2,af2eb9582d,-,-
b79822a86b,1.0,5,5,4,"(13.0, 15.0]",4,13,88.0,0.3459090909090909,0.34363636363636363,0.0022727272727272726,0.0,0.0,3,2,4,20,-,2,76a692eab7,3.0,-
b7a12225d6,1.0,1,1,1,"(11.0, 13.0]",1,20,6014.0,0.0,0.0,0.0,0.0,0.0,1,9,1,32,2,2,14294f608f,3.0,50.0
b7b1ae1e0f,1.1578947368421053,44,38,9,"(11.0, 13.0]",19,12,168.0,0.43146929824561403,0.35714285714285715,0.0650062656641604,0.0,0.0,7,5,21,26,-,2,4efb032b5a,3.0,100.0
b7b2529853,1.0,2,2,2,"(8.0, 10.0]",2,09,59.9,0.3939899833055092,0.33555926544240405,0.05843071786310518,0.0,0.0,2,5,2,33,-,2,5934e3362b,3.0,100.0
b7b4467d86,1.0,13,13,9,"(13.0, 15.0]",11,08,250.30769230769232,0.0,0.0,0.0,0.0,0.0,5,4,10,28,-,2,bd97f9a5fa,4.0,100.0
b7c31ade14,1.0,5,5,5,"(8.0, 10.0]",5,02,97.0,0.0041237113402061935,0.0,0.0,0.0,0.0,4,4,5,9,-,2,8b40ec9ab7,3.0,100.0
b7c85e088f,1.0,1,1,1,"(11.0, 13.0]",1,19,125.0,0.02400000000000002,0.0,0.0,0.0,0.0,1,4,1,4,-,2,4e2b1b5af7,4.0,100.0
b7d813c081,1.125,45,40,10,"(13.0, 15.0]",16,03,325.0,0.09670632689101329,0.09587020648967551,0.0,0.0,0.0,8,2,20,5,3,2,7f65198ef6,3.0,100.0
b7d84bf58b,1.0,1,1,1,"(20.0, 22.0]",1,19,49.0,0.0,0.0,0.0,0.0,0.0,1,2,1,6,-,2,687a24a44c,3.0,100.0
b7ebcba372,1.0,1,1,1,"(13.0, 15.0]",1,20,75.0,0.0,0.0,0.0,0.0,0.0,1,7,1,7,-,2,e500aaa647,-,-
b7eecb8924,1.0,2,2,2,"(0.0, 8.0]",2,07,182.0,0.0,0.0,0.0,0.0,0.0,2,9,2,9,-,2,e31902ce03,4.0,100.0
b7f7fe8d97,1.0,1,1,1,"(11.0, 13.0]",1,12,167.0,0.20359281437125754,0.11377245508982035,0.0,0.0,0.0,1,9,1,50,-,2,e500aaa647,-,-
b7f826367c,1.0,4,4,3,"(11.0, 13.0]",4,06,136.0,0.02757352941176469,0.0,0.0,0.0,0.0,4,9,4,50,-,2,3d5774cf27,-,-
b8016dde61,1.0,3,3,3,"(0.0, 8.0]",3,11,107.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,-,2,5e68c766c4,-,-
b810357431,1.0,10,10,6,"(0.0, 8.0]",9,30,498.0,0.3012048192771084,0.0,0.0,0.0,0.0,6,5,8,4,-,2,fd68e214e8,3.0,100.0
b82b73a1c7,1.0,5,5,2,"(20.0, 22.0]",4,15,85.0,0.0,0.0,0.0,0.0,0.0,4,2,5,35,-,2,81818cce80,4.0,100.0
b82c1cccc0,1.0,7,7,4,"(18.0, 20.0]",7,01,128.0,0.28236607142857145,0.1484375,0.13392857142857142,0.0,0.0,6,24,5,31,-,2,4efb032b5a,3.0,70.0
b83a7ee56f,1.0,8,8,5,"(20.0, 22.0]",6,14,138.0,0.09963768115942029,0.0,0.0,0.0,0.0,5,2,7,4,-,2,b3aa091848,3.0,60.0
b83e1c43ae,1.0,1,1,1,"(13.0, 15.0]",1,07,268.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,-,2,3558fe97a4,-,-
b84300a23a,1.0,1,1,1,"(22.0, 23.0]",1,06,84.0,0.0,0.0,0.0,0.0,0.0,1,4,1,51,-,2,86e88c2b26,3.0,100.0
b848e48e4b,1.05,42,40,9,"(11.0, 13.0]",23,01,41.7,0.2354916067146283,0.22949640287769785,0.0,0.0,0.0,7,5,24,9,-,2,787ea7298f,2.0,60.0
b84938d487,1.1666666666666667,7,6,4,"(16.0, 18.0]",5,19,99.0,0.015151515151515157,0.0,0.0,0.0,0.0,3,9,3,9,-,2,0b0f75e8d5,4.0,100.0
b84d9b1b62,1.6706586826347305,279,167,10,"(20.0, 22.0]",22,28,59.0,0.3772724043438547,0.20792651984167257,0.14075560742920937,0.0,0.0,7,5,40,24,2,2,309efdd8ff,-,-
b84efd0f72,1.0,1,1,1,"(15.0, 16.0]",1,13,98.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,8a5ee0390f,4.0,100.0
b851236255,1.0,4,4,4,"(8.0, 10.0]",4,13,265.0,0.25754716981132075,0.2490566037735849,0.0,0.0,0.0,3,2,3,2,-,2,95edb60932,3.0,60.0
b8599ca1f6,1.0,3,3,1,"(11.0, 13.0]",3,07,155.0,0.0881720430107527,0.06451612903225806,0.0,0.0,0.0,3,9,3,27,-,2,86a6979f75,-,-
b85cab3552,1.192488262910798,1524,1278,10,"(20.0, 22.0]",31,01,78.0,0.3320815443468026,0.22683680430159306,0.0,0.0,0.0,7,5,57,2,-,2,139b1078ce,3.0,60.0
b86092827f,1.0,3,3,3,"(11.0, 13.0]",3,02,195.0,0.01196581196581196,0.0,0.011965811965811965,0.0,0.0,2,5,2,5,-,2,3daeabd2ce,2.0,-
b864012cbf,1.0,1,1,1,"(11.0, 13.0]",1,16,356.0,0.5140449438202247,0.5,0.0,0.0,0.0,1,4,1,28,-,2,c8e03dbad2,-,-
b86dda855f,1.0,1,1,1,"(8.0, 10.0]",1,08,175.0,0.011428571428571455,0.0,0.011428571428571429,0.0,0.0,1,5,1,5,-,2,99d41501ff,4.0,100.0
b86f330011,1.0,5,5,4,"(20.0, 22.0]",3,26,169.0,0.20236686390532554,0.19999999999999998,0.0,0.0,0.0,3,5,3,5,-,2,3430af0982,3.0,100.0
b87bbf10b3,1.0,4,4,3,"(13.0, 15.0]",4,04,69.0,0.0,0.0,0.0,0.0,0.0,3,9,4,9,-,2,7fcb433bba,-,-
b8845406c0,1.0,5,5,5,"(8.0, 10.0]",5,04,85.0,0.0,0.0,0.0,0.0,0.0,3,7,5,51,4,2,32f4ce6bbf,3.0,-
b88a91ce5e,1.0,1,1,1,"(16.0, 18.0]",1,15,138.0,0.35507246376811596,0.35507246376811596,0.0,0.0,0.0,1,2,1,20,-,2,b7e5c0f937,3.0,60.0
b89b1cd93e,1.25,5,4,4,"(10.0, 11.0]",4,18,128.0,0.0,0.0,0.0,0.0,0.0,3,5,4,5,-,2,923767d77a,3.0,100.0
b8ba7642ba,1.0,1,1,1,"(20.0, 22.0]",1,10,99.0,0.0,0.0,0.0,0.0,0.0,1,7,1,39,4,2,17892f5485,3.0,100.0
b8bee8c7e6,1.0,8,8,5,"(8.0, 10.0]",8,01,139.0,0.04766187050359712,0.0,0.03597122302158273,0.0,0.0,5,4,7,4,-,2,da5eb98d7d,3.0,100.0
b8c182c74f,3.7517401392111367,1617,431,10,"(20.0, 22.0]",31,01,229.55935034802783,0.08011718618648912,0.0,0.0,0.0020579037627358014,0.0,23,5,54,5,1,1,7cc01be867,3.0,-
b8c2375370,1.0,2,2,2,"(11.0, 13.0]",2,15,59.0,0.1694915254237288,0.1694915254237288,0.0,0.0,0.0,2,4,2,4,-,2,8d83925aa8,-,-
b8c3d1f2e3,1.0769230769230769,42,39,10,"(20.0, 22.0]",21,16,85.0,0.0,0.0,0.0,0.0,0.0,6,5,16,9,-,2,b7e5c0f937,2.0,50.0
b8c76aa26e,1.0,2,2,2,"(8.0, 10.0]",2,24,108.0,0.0,0.0,0.0,0.0,0.0,1,5,2,5,-,2,42e6445fca,-,-
b8d1a8c300,1.0,1,1,1,"(20.0, 22.0]",1,09,69.0,0.0,0.0,0.0,0.0,0.0,1,2,1,20,-,2,,,
b8d3094c4c,1.0,2,2,2,"(10.0, 11.0]",2,24,169.0,0.2662721893491124,0.23668639053254437,0.0,0.0,0.0,2,24,2,41,-,2,198cec62a1,3.0,100.0
b8de420b0a,1.0,1,1,1,"(18.0, 20.0]",1,23,39.0,0.0,0.0,0.0,0.0,0.0,1,5,1,16,-,2,7f69d11882,2.0,70.0
b8e2f598e6,1.0,2,2,2,"(11.0, 13.0]",2,17,185.0,0.0,0.0,0.0,0.0,0.0,2,9,2,36,-,2,99d41501ff,3.0,100.0
b8e6734217,1.0,2,2,2,"(13.0, 15.0]",1,09,69.0,0.0,0.0,0.0,0.0,0.0,2,5,2,17,-,2,a97e958b27,3.0,50.0
b8faf268b6,1.0909090909090908,12,11,6,"(16.0, 18.0]",8,09,95.0,0.0,0.0,0.0,0.0,0.0,4,5,7,9,4,2,0b76f3c8dc,3.0,60.0
b9027ac145,1.0,1,1,1,"(16.0, 18.0]",1,11,188.0,0.42553191489361697,0.425531914893617,0.0,0.0,0.0,1,2,1,20,-,2,b7e5c0f937,3.0,60.0
b91a9d2bd2,1.0,1,1,1,"(13.0, 15.0]",1,26,298.0,0.03691275167785235,0.0,0.0,0.0,0.0,1,5,1,5,-,2,467d2ebc96,-,-
b928cb90fe,1.0,8,8,6,"(11.0, 13.0]",7,08,199.0,0.0,0.0,0.0,0.0,0.0,5,2,7,52,4,2,55cce297a5,3.0,80.0
b9324fefd8,1.0,77,77,10,"(8.0, 10.0]",26,26,150.0,0.30363636363636365,0.30216450216450214,0.0,0.0,0.0,6,5,29,9,-,2,2d59ede842,3.0,100.0
b9338670db,1.0,4,4,3,"(16.0, 18.0]",3,29,199.0,0.207286432160804,0.0,0.20100502512562815,0.0,0.0,3,9,4,60,-,2,b5defcb5ec,4.0,100.0
b93f30ccd4,1.2911392405063291,102,79,10,"(15.0, 16.0]",28,14,56.9746835443038,0.010373265611152996,0.0,0.010373265611152998,0.0,0.0,7,7,34,7,-,2,0b0f75e8d5,4.0,100.0
b941f4d472,1.0,1,1,1,"(20.0, 22.0]",1,24,129.0,0.0,0.0,0.0,0.0,0.0,1,24,1,41,8,2,11532f4321,3.0,60.0
b9454f352f,1.0256410256410255,40,39,9,"(13.0, 15.0]",22,27,239.0,0.008904623967385476,0.0,0.0,0.0,0.0,7,2,21,5,-,2,81d5cfc5d6,4.0,100.0
b94a0e7ac3,1.0,3,3,2,"(0.0, 8.0]",3,11,273.0,0.007326007326007337,0.0,0.007326007326007327,0.0,0.0,3,7,3,39,-,2,99d41501ff,4.0,100.0
b95fdecce2,1.0,6,3,2,"(8.0, 10.0]",3,23,29.95,0.5158597662771286,0.03171953255425709,0.0,0.0,0.5,3,5,3,14,3,2,882aa1c303,3.0,60.0
b96a479b2e,1.0,1,1,1,"(15.0, 16.0]",1,24,19.0,0.0,0.0,0.0,0.0,0.0,1,2,1,20,-,2,da5eb98d7d,-,40.0
b96ae15e93,1.1111111111111112,10,8,6,"(10.0, 11.0]",4,08,0.0,1.0,,,,1.0,4,5,7,17,-,2,e158c30bd5,3.0,60.0
b96b0d114f,1.0416666666666667,50,47,10,"(16.0, 18.0]",23,08,75.16666666666667,0.27291765747199326,0.2614309210526316,0.00463366624392306,0.0,0.0,7,5,26,2,-,2,8b40ec9ab7,3.0,100.0
b980b02c98,1.0751445086705202,186,173,10,"(20.0, 22.0]",31,04,15.0,0.0032755298651252402,0.0,0.0,0.0,0.0,8,9,41,9,4,2,bce79eb8bf,3.0,60.0
b981dba0a2,1.0,1,1,1,"(18.0, 20.0]",1,25,79.0,0.0,0.0,0.0,0.0,0.0,1,10,1,47,-,2,94b4cdec6a,-,-
b989a4a391,1.0833333333333333,13,12,8,"(20.0, 22.0]",9,13,79.0,0.026371308016877638,0.0,0.005274261603375528,0.0,0.0,7,7,11,4,-,2,906d0caa60,-,-
b992876d43,1.0,1,1,1,"(11.0, 13.0]",1,03,195.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,20a3ffc977,4.0,100.0
b9afbf90ad,1.0425531914893618,49,47,8,"(13.0, 15.0]",3,28,113.0,0.04631896064771225,0.0,0.0,0.0,0.0,6,2,22,2,-,2,028b9ca6d8,4.0,100.0
b9b3e48c81,1.0,1,1,1,"(15.0, 16.0]",1,29,128.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,-,2,92dee65ea0,4.0,100.0
b9b9bb3665,1.0,2,2,2,"(20.0, 22.0]",2,05,119.0,0.134453781512605,0.09243697478991597,0.0,0.0,0.0,2,9,2,61,-,2,906d0caa60,3.0,100.0
b9bc3aa588,1.0,4,4,2,"(0.0, 8.0]",4,04,75.0,0.15000000000000002,0.15,0.0,0.0,0.0,3,9,3,9,-,2,3daeabd2ce,2.0,60.0
b9e2cb3ffd,1.0,3,3,3,"(8.0, 10.0]",3,02,45.0,0.0,0.0,0.0,0.0,0.0,2,5,3,33,-,2,ddb787aeb9,3.0,60.0
b9eb55f2cc,2.0,4,2,2,"(0.0, 8.0]",2,21,79.0,0.0,0.0,0.0,0.0,0.0,2,9,2,36,-,2,ee36704b28,4.0,100.0
b9eece3bdc,1.0,1,1,1,"(13.0, 15.0]",1,14,42.9,0.0,0.0,0.0,0.0,0.0,1,7,1,53,-,2,9b0d3a5fc6,2.0,60.0
b9f08a2a2a,1.2681912681912682,610,481,10,"(13.0, 15.0]",11,01,180.00318087318087,0.3648034573034573,0.05696465696465697,0.26048721798721797,0.03885423885423886,0.0,28,5,41,5,1,1,99d41501ff,3.0,60.0
b9fa9b1eda,1.0298507462686568,69,67,10,"(20.0, 22.0]",27,29,260.8358208955224,0.011052084394641412,0.0,0.0,0.0,0.0,8,5,25,5,-,2,481c982d40,3.0,100.0
ba010b7594,1.0,4,4,4,"(0.0, 8.0]",3,01,129.0,0.6201550387596899,0.6201550387596899,0.0,0.0,0.0,3,7,4,17,-,2,88994592c7,3.0,50.0
ba01e8d79e,1.0,1,1,1,"(10.0, 11.0]",1,07,158.0,0.4177215189873418,0.4177215189873418,0.0,0.0,0.0,1,2,1,2,-,2,9d3465eacc,4.0,-
ba0d067c06,1.25,5,4,2,"(13.0, 15.0]",4,04,223.0,0.0061659192825112286,0.0,0.006165919282511211,0.0,0.0,4,7,4,67,-,2,99d41501ff,4.0,100.0
ba0e721e77,1.0,1,1,1,"(0.0, 8.0]",1,30,358.0,0.1871508379888268,0.1564245810055866,0.0,0.0,0.0,1,9,1,27,-,2,23a07819d6,3.0,100.0
ba15273387,1.0,2,2,2,"(16.0, 18.0]",2,18,139.0,0.28776978417266186,0.28776978417266186,0.0,0.0,0.0,2,10,2,37,-,2,34454ae0f5,3.0,100.0
ba15a764be,1.0731707317073171,44,41,10,"(11.0, 13.0]",22,24,88.0,0.46230598669623063,0.44318181818181823,0.019124168514412416,0.0,0.0,7,9,23,9,-,2,a06abdf68a,3.0,100.0
ba2071e2c4,1.5,3,2,2,"(0.0, 8.0]",2,20,78.0,0.016025641025641024,0.0,0.016025641025641024,0.0,0.0,1,4,2,51,-,2,a3dc959525,4.0,-
ba210c40d1,1.0,3,3,3,"(8.0, 10.0]",3,16,138.0,0.048309178743961345,0.0,0.0,0.0,0.0,3,9,3,9,-,2,9b0d3a5fc6,4.0,100.0
ba24141d67,1.2,18,15,8,"(13.0, 15.0]",14,12,92.0,0.33889130434782605,0.03768115942028985,0.29142753623188405,0.0,0.0,6,9,12,9,4,2,32f4ce6bbf,3.0,50.0
ba2c6b809e,1.0,2,2,1,"(18.0, 20.0]",2,09,139.0,0.0,0.0,0.0,0.0,0.0,2,9,2,9,-,2,7fcb433bba,-,-
ba2d417efb,1.0,1,1,1,"(20.0, 22.0]",1,01,219.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,26216ff73f,2.0,100.0
ba31aad9e7,1.25,5,4,3,"(11.0, 13.0]",3,30,59.0,0.3389830508474576,0.3389830508474576,0.0,0.0,0.0,2,5,4,5,3,2,b7a6b9f604,3.0,60.0
ba3be118d1,1.0,2,2,2,"(8.0, 10.0]",2,05,190.0,0.02631578947368418,0.02631578947368421,0.0,0.0,0.0,2,9,2,27,-,2,bd97f9a5fa,3.0,100.0
ba3dc6a013,2.0,2,1,1,"(10.0, 11.0]",1,08,95.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,1,5,1,5,-,2,dc7e4ae5fc,3.0,-
ba4010dd3f,1.0,1,1,1,"(13.0, 15.0]",1,30,198.0,0.0505050505050505,0.0,0.050505050505050504,0.0,0.0,1,9,1,36,-,2,22228c6dee,3.0,-
ba445f1497,1.0,4,4,2,"(16.0, 18.0]",4,04,168.0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,-,2,e1675dcb68,-,-
ba4d984848,1.0,2,2,1,"(8.0, 10.0]",2,14,99.0,0.0,0.0,0.0,0.0,0.0,2,7,2,7,-,2,7b14bfb76a,3.0,-
ba50e7ddb9,1.0,2,2,2,"(15.0, 16.0]",2,15,365.0,0.0,0.0,0.0,0.0,0.0,2,9,2,27,-,2,8d3560a6a9,-,-
ba5103c029,1.16,58,50,9,"(18.0, 20.0]",25,05,109.0,0.1834862385321101,0.1834862385321101,0.0,0.0,0.0,5,9,17,9,-,2,3daeabd2ce,3.0,-
ba554da662,1.0,4,4,3,"(10.0, 11.0]",4,04,42.0,0.005952380952380959,0.0,0.005952380952380952,0.0,0.0,3,5,4,5,-,2,fd68e214e8,3.0,60.0
ba561cf559,1.0,17,17,7,"(11.0, 13.0]",13,30,128.0,0.012693014705882355,0.0023529411764705885,0.0,0.0,0.0,6,7,14,20,-,2,798bacedb3,3.0,60.0
ba59cd16a5,1.0,1,1,1,"(10.0, 11.0]",1,31,195.0,0.10256410256410253,0.0,0.10256410256410256,0.0,0.0,1,9,1,36,-,2,80ec839219,3.0,100.0
ba6a9f9761,1.0,1,1,1,"(13.0, 15.0]",1,31,266.0,0.07518796992481203,0.0,0.07518796992481203,0.0,0.0,1,9,1,32,-,2,c56a8d0a31,2.0,-
ba6d5490be,1.1666666666666667,7,6,5,"(16.0, 18.0]",5,12,88.0,0.3863636363636364,0.3863636363636364,0.0,0.0,0.0,4,5,5,26,-,2,76a692eab7,3.0,90.0
ba756c5757,1.5,3,2,2,"(11.0, 13.0]",2,05,69.0,0.018115942028985532,0.0,0.0,0.0,0.0,1,2,2,43,-,2,f55a3df1d4,3.0,100.0
ba75cf09d8,1.0294117647058822,35,34,8,"(8.0, 10.0]",22,31,458.0,0.2482019008476753,0.24672489082969432,0.0,0.0,0.0,7,2,21,5,3,2,fd68e214e8,3.0,100.0
ba7ef5fa9b,1.0,1,1,1,"(20.0, 22.0]",1,12,185.0,0.0,0.0,0.0,0.0,0.0,1,5,1,16,-,2,a9ac9ce216,3.0,50.0
ba8ac01743,1.0,1,1,1,"(11.0, 13.0]",1,12,298.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,da5eb98d7d,3.0,50.0
ba8baac4f9,1.0,3,3,3,"(0.0, 8.0]",3,19,108.0,0.0,0.0,0.0,0.0,0.0,2,2,2,6,-,2,99d41501ff,3.0,70.0
ba8cc85cde,1.2,6,5,3,"(11.0, 13.0]",5,04,108.0,0.0,0.0,0.0,0.0,0.0,3,4,5,4,-,2,345736eb92,-,-
ba93e1b023,1.0,19,19,8,"(8.0, 10.0]",15,05,62.0,0.12894736842105264,0.0,0.10441426146010187,0.0,0.0,6,4,12,2,-,2,4efb032b5a,2.0,70.0
baa1985c55,1.0,1,1,1,"(22.0, 23.0]",1,23,105.0,0.09523809523809523,0.0,0.09523809523809523,0.0,0.0,1,24,1,21,-,2,4efb032b5a,-,-
baa6201f01,1.0,3,3,2,"(8.0, 10.0]",3,08,240.0,0.0,0.0,0.0,0.0,0.0,3,24,3,24,4,2,b681299668,-,-
baaddd0a1d,1.0,2,2,2,"(13.0, 15.0]",2,16,58.0,0.0,0.0,0.0,0.0,0.0,2,9,2,27,-,2,f2db8acd0a,2.0,100.0
bab50be218,1.3333333333333333,12,9,8,"(22.0, 23.0]",8,08,69.9,0.3232130556880199,0.0,0.3152651936629047,0.0,0.0,5,4,7,4,-,2,5008f1aa58,-,-
bab658c7c2,1.1304347826086956,26,23,10,"(11.0, 13.0]",7,31,131.65217391304347,0.38427124230526877,0.009451795841209832,0.02287334593572779,0.0,0.0,7,5,18,34,-,2,,,
